gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a
ENSMUSG00000035311.17	Gnptab	protein_coding	chr10	88214994	88283191	+	1558	295	390	598	757
ENSMUSG00000035314.11	Gdpd5	protein_coding	chr7	99030621	99111084	+	1	5	8	0	27
ENSMUSG00000035325.17	Sec31a	protein_coding	chr5	100509508	100564093	-	1091	1783	766	2447	3701
ENSMUSG00000035329.8	Fbxo33	protein_coding	chr12	59247441	59266511	-	354	119	118	331	383
ENSMUSG00000035337.4	Uchl4	protein_coding	chr9	64142483	64143644	+	75	10	4	12	9
ENSMUSG00000035342.15	Lzts2	protein_coding	chr19	45002853	45015550	+	24	99	75	215	252
ENSMUSG00000035351.17	Nup37	protein_coding	chr10	87982854	88014252	+	539	499	207	608	630
ENSMUSG00000035354.10	Uvrag	protein_coding	chr7	98534228	98790348	-	363	140	116	396	454
ENSMUSG00000035355.16	Kcnh4	protein_coding	chr11	100631202	100650768	-	0	1	1	2	17
ENSMUSG00000035356.18	Nfkbiz	protein_coding	chr16	55631738	55659262	-	35	11	20	27	60
ENSMUSG00000035357.18	Pdzrn3	protein_coding	chr6	101126570	101354858	-	35	6	5	15	43
ENSMUSG00000035365.16	Parpbp	protein_coding	chr10	87927294	87982803	-	264	249	114	219	312
ENSMUSG00000035367.10	Rmi1	protein_coding	chr13	58550062	58558962	+	95	71	34	150	166
ENSMUSG00000035370.10	Gm49322	protein_coding	chr10	80441855	80451618	+	22	1	0	26	27
ENSMUSG00000035372.3	1810055G02Rik	protein_coding	chr19	3758293	3767881	+	183	480	471	281	335
ENSMUSG00000035376.11	Hacd2	protein_coding	chr16	34842798	34929547	+	1001	602	669	349	523
ENSMUSG00000035378.18	Shq1	protein_coding	chr6	100545217	100648118	-	360	400	139	567	711
ENSMUSG00000035382.10	Pcsk7	protein_coding	chr9	45817795	45841024	+	249	90	114	122	254
ENSMUSG00000035383.8	Pmch	protein_coding	chr10	87926934	87928237	+	23	0	0	10	10
ENSMUSG00000035390.17	Brsk1	protein_coding	chr7	4693603	4718996	+	63	20	12	150	179
ENSMUSG00000035392.18	Dennd1a	protein_coding	chr2	37689003	38177402	-	76	107	71	156	386
ENSMUSG00000035394.12	Cfap53	protein_coding	chr18	74416161	74493057	+	3	2	5	4	0
ENSMUSG00000035397.9	Klf16	protein_coding	chr10	80402958	80413155	-	244	270	200	391	642
ENSMUSG00000035399.13	Oser1	protein_coding	chr2	163247742	163266617	-	229	62	33	255	269
ENSMUSG00000035401.10	Emsy	protein_coding	chr7	98236344	98305990	-	801	302	194	858	1180
ENSMUSG00000035403.11	Crb2	protein_coding	chr2	37666261	37689115	+	7	20	15	0	16
ENSMUSG00000035407.9	Kank4	protein_coding	chr4	98643135	98705774	-	139	133	100	175	381
ENSMUSG00000035413.9	Tmem98	protein_coding	chr11	80701001	80712859	+	113	228	228	203	182
ENSMUSG00000035435.18	Abca17	protein_coding	chr17	24483233	24570042	-	0	7	6	1	5
ENSMUSG00000035437.16	Rabgap1	protein_coding	chr2	37333291	37456466	+	1272	735	515	988	1094
ENSMUSG00000035439.14	Haus8	protein_coding	chr8	71701205	71725578	-	194	213	100	346	408
ENSMUSG00000035441.15	Myo1d	protein_coding	chr11	80372952	80670851	-	96	48	45	134	263
ENSMUSG00000035443.11	Thyn1	protein_coding	chr9	26911006	26918632	+	991	1010	835	766	828
ENSMUSG00000035451.8	Foxa1	protein_coding	chr12	57587414	57593702	-	0	3	5	1	6
ENSMUSG00000035455.13	Fignl1	protein_coding	chr11	11737431	11758962	-	1364	1763	1041	1944	2046
ENSMUSG00000035458.16	Tnni3	protein_coding	chr7	4521304	4527228	-	11	10	4	82	75
ENSMUSG00000035459.19	Stab2	protein_coding	chr10	86677062	86843889	-	0	1	0	1	8
ENSMUSG00000035469.18	Rcbtb1	protein_coding	chr14	59438658	59474714	+	979	345	180	1142	1325
ENSMUSG00000035473.11	Galm	protein_coding	chr17	80434900	80492530	+	95	74	60	97	270
ENSMUSG00000035476.10	Tab3	protein_coding	chrX	84617628	84678075	+	1205	149	110	510	591
ENSMUSG00000035478.15	Mbd3	protein_coding	chr10	80228373	80235384	-	418	827	508	1132	1519
ENSMUSG00000035486.15	Plk5	protein_coding	chr10	80192293	80201323	+	21	14	8	52	48
ENSMUSG00000035491.6	Fthl17a	protein_coding	chrX	84293285	84313894	+	0	8	6	3	1
ENSMUSG00000035493.11	Tgfbi	protein_coding	chr13	56757336	56787375	+	334	712	485	405	371
ENSMUSG00000035495.16	Tstd2	protein_coding	chr4	46114746	46138694	-	225	202	74	308	322
ENSMUSG00000035498.11	Cdcp1	protein_coding	chr9	122999889	123045103	-	63	27	94	11	49
ENSMUSG00000035504.17	Reep6	protein_coding	chr10	80165787	80172275	+	41	222	150	183	200
ENSMUSG00000035505.15	Cox18	protein_coding	chr5	90362583	90371860	-	155	300	372	184	400
ENSMUSG00000035506.17	Slc12a8	protein_coding	chr16	33337698	33484505	+	133	148	199	116	241
ENSMUSG00000035509.18	Fbxl21	protein_coding	chr13	56670285	56685711	+	6	2	4	28	15
ENSMUSG00000035513.20	Ntng2	protein_coding	chr2	29084553	29143017	-	0	5	2	15	5
ENSMUSG00000035517.18	Tdrd7	protein_coding	chr4	45965334	46034761	+	4	9	9	20	50
ENSMUSG00000035521.14	Gnptg	protein_coding	chr17	25452305	25459098	-	173	278	296	128	158
ENSMUSG00000035529.11	Prdm4	protein_coding	chr10	85727830	85753006	-	624	140	91	598	719
ENSMUSG00000035530.14	Eif1	protein_coding	chr11	100210711	100212922	+	1349	3260	3491	2808	2929
ENSMUSG00000035540.13	Gc	protein_coding	chr5	89565381	89605757	-	0	3	1	9	0
ENSMUSG00000035545.14	Leng8	protein_coding	chr7	4140038	4151176	+	277	480	234	1632	2316
ENSMUSG00000035547.15	Capn5	protein_coding	chr7	97770766	97827481	-	117	129	110	262	736
ENSMUSG00000035551.7	Igfbpl1	protein_coding	chr4	45809468	45826923	-	286	77	74	38	43
ENSMUSG00000035557.10	Krt17	protein_coding	chr11	100147043	100151855	-	27	135	57	138	277
ENSMUSG00000035559.10	Mpv17l2	protein_coding	chr8	71211295	71213592	-	68	290	384	228	326
ENSMUSG00000035560.6	Wdr20rt	protein_coding	chr12	65272291	65280133	+	13	10	4	15	18
ENSMUSG00000035561.6	Aldh1b1	protein_coding	chr4	45799022	45804604	+	57	193	101	170	334
ENSMUSG00000035566.8	Pcdh17	protein_coding	chr14	84681003	84776442	+	0	6	1	0	8
ENSMUSG00000035569.18	Ankrd11	protein_coding	chr8	123610561	123769016	-	6639	206	222	3249	4120
ENSMUSG00000035572.17	Dcaf10	protein_coding	chr4	45342101	45379759	+	247	42	30	117	210
ENSMUSG00000035575.12	Utp6	protein_coding	chr11	79823147	79853216	-	2982	1226	353	2577	2585
ENSMUSG00000035576.14	L3mbtl1	protein_coding	chr2	162785392	162816442	+	9	1	1	5	40
ENSMUSG00000035578.17	Iqcg	protein_coding	chr16	32833053	32876588	-	186	69	49	147	170
ENSMUSG00000035580.11	Kcnh8	protein_coding	chr17	52909737	53286222	+	44	1	3	10	6
ENSMUSG00000035585.17	Tsen34	protein_coding	chr7	3695862	3704023	+	155	446	219	412	621
ENSMUSG00000035594.11	Chrna5	protein_coding	chr9	54888164	54915063	+	20	17	24	12	5
ENSMUSG00000035595.7	Fam174c	protein_coding	chr10	80008778	80010980	+	94	58	63	76	35
ENSMUSG00000035596.15	Mboat7	protein_coding	chr7	3680788	3696522	-	384	612	864	335	521
ENSMUSG00000035597.20	Prpf39	protein_coding	chr12	65083107	65110160	+	385	195	97	747	761
ENSMUSG00000035601.10	Trmt10b	protein_coding	chr4	45297127	45316131	+	120	156	94	212	212
ENSMUSG00000035606.9	Ky	protein_coding	chr9	102382949	102423438	+	10	5	1	2	20
ENSMUSG00000035614.12	Togaram1	protein_coding	chr12	65012578	65069347	+	935	224	111	725	838
ENSMUSG00000035615.13	Frmpd1	protein_coding	chr4	45184875	45285936	+	9	3	7	17	11
ENSMUSG00000035620.16	Ric8b	protein_coding	chr10	84753480	84854201	+	218	204	104	445	661
ENSMUSG00000035621.14	Midn	protein_coding	chr10	79984106	79994202	+	839	1046	507	1073	1962
ENSMUSG00000035623.15	Rsf1	protein_coding	chr7	97229096	97341985	+	2415	899	486	1430	1422
ENSMUSG00000035629.20	Rubcn	protein_coding	chr16	32642073	32698136	-	129	140	119	300	442
ENSMUSG00000035632.17	Cnot3	protein_coding	chr7	3648267	3664108	+	975	279	131	752	990
ENSMUSG00000035637.15	Grhpr	protein_coding	chr4	44981395	44990734	+	89	552	388	503	970
ENSMUSG00000035640.19	Cbarp	protein_coding	chr10	79966285	79976669	-	30	51	59	91	241
ENSMUSG00000035642.17	Aamdc	protein_coding	chr7	97199538	97228704	-	90	64	66	66	71
ENSMUSG00000035649.18	Zcchc7	protein_coding	chr4	44755877	44932215	+	134	38	29	190	168
ENSMUSG00000035666.15	Gtf3c4	protein_coding	chr2	28712311	28730372	-	1374	348	248	918	1327
ENSMUSG00000035671.7	Zswim4	protein_coding	chr8	84937307	84963684	-	96	123	68	334	500
ENSMUSG00000035673.11	Sbno2	protein_coding	chr10	79892826	79941405	-	281	260	170	802	1219
ENSMUSG00000035674.14	Ndufa3	protein_coding	chr7	3620372	3623326	+	179	1071	1253	272	503
ENSMUSG00000035678.9	Tnfsf9	protein_coding	chr17	57412325	57414757	+	24	42	83	18	28
ENSMUSG00000035681.8	Kcnc2	protein_coding	chr10	112107026	112302929	+	9	1	1	12	17
ENSMUSG00000035683.14	Melk	protein_coding	chr4	44300876	44364675	+	696	595	208	1408	1473
ENSMUSG00000035686.9	Thrsp	protein_coding	chr7	97062145	97066937	-	0	22	26	19	54
ENSMUSG00000035694.16	Caps2	protein_coding	chr10	111999526	112052460	+	5	4	2	28	33
ENSMUSG00000035696.16	Rnf38	protein_coding	chr4	44126210	44233789	-	886	160	77	522	633
ENSMUSG00000035697.15	Arhgap45	protein_coding	chr10	79852487	79867306	+	49	34	14	119	175
ENSMUSG00000035699.9	Slc51a	protein_coding	chr16	32293322	32306697	-	36	96	150	42	70
ENSMUSG00000035704.18	Alg8	protein_coding	chr7	97020813	97041392	+	53	196	231	62	71
ENSMUSG00000035711.6	Dok3	protein_coding	chr13	55671044	55677109	-	0	2	2	10	7
ENSMUSG00000035713.16	Usp35	protein_coding	chr7	96958587	96981227	-	36	25	12	87	135
ENSMUSG00000035722.16	Abca7	protein_coding	chr10	79832328	79851406	+	152	342	450	268	509
ENSMUSG00000035725.14	Prkx	protein_coding	chrX	76805017	76839884	-	442	33	55	150	180
ENSMUSG00000035726.9	Supt16	protein_coding	chr14	52397871	52434873	-	5299	903	287	5159	5085
ENSMUSG00000035735.11	Dagla	protein_coding	chr19	10222629	10282241	-	31	6	23	23	34
ENSMUSG00000035754.9	Wdr18	protein_coding	chr10	79795986	79806037	+	660	1320	756	1618	2099
ENSMUSG00000035757.18	Selenoo	protein_coding	chr15	88973287	88984543	+	24	11	11	38	34
ENSMUSG00000035759.5	Bbs10	protein_coding	chr10	111134540	111137588	+	104	82	97	70	61
ENSMUSG00000035762.12	Tmem161b	protein_coding	chr13	84370415	84444260	+	642	204	248	209	237
ENSMUSG00000035764.6	Fbxo45	protein_coding	chr16	32048930	32065976	-	498	86	44	526	388
ENSMUSG00000035765.11	Dym	protein_coding	chr18	75151852	75420035	+	331	278	149	558	643
ENSMUSG00000035769.10	Xylb	protein_coding	chr9	119186447	119222863	+	111	62	39	152	227
ENSMUSG00000035770.9	Dync1li2	protein_coding	chr8	105144312	105169679	-	618	136	95	534	635
ENSMUSG00000035772.12	Mrps2	protein_coding	chr2	28358078	28361190	+	655	565	515	735	1104
ENSMUSG00000035776.15	Cd99l2	protein_coding	chrX	70463666	70536455	-	163	73	138	95	149
ENSMUSG00000035778.18	Ggta1	protein_coding	chr2	35290191	35353243	-	1103	364	499	468	607
ENSMUSG00000035781.15	R3hdm4	protein_coding	chr10	79745886	79757042	-	943	214	272	250	304
ENSMUSG00000035783.10	Acta2	protein_coding	chr19	34218490	34232990	-	21	9	11	1	2
ENSMUSG00000035790.16	Cep19	protein_coding	chr16	31918618	31926887	+	57	35	22	74	95
ENSMUSG00000035798.15	Zdhhc17	protein_coding	chr10	110777641	110846001	-	413	94	108	232	219
ENSMUSG00000035799.7	Twist1	protein_coding	chr12	34007670	34009828	+	0	3	9	0	18
ENSMUSG00000035824.8	Tk2	protein_coding	chr8	104953317	104975190	-	122	28	21	96	159
ENSMUSG00000035828.12	Pim3	protein_coding	chr15	88746389	88749929	+	1362	1383	1023	2147	3154
ENSMUSG00000035829.14	Ppp1r26	protein_coding	chr2	28336812	28345520	+	76	37	24	105	323
ENSMUSG00000035834.12	Polr3g	protein_coding	chr13	81821962	81859132	-	1217	419	184	1146	1106
ENSMUSG00000035835.15	Plppr3	protein_coding	chr10	79696309	79710468	-	34	2	4	42	40
ENSMUSG00000035840.8	Lysmd3	protein_coding	chr13	81805782	81820990	+	366	93	77	216	259
ENSMUSG00000035842.11	Ddx11	protein_coding	chr17	66430515	66459169	+	312	357	122	984	1058
ENSMUSG00000035845.18	Alg12	protein_coding	chr15	88689447	88703521	-	202	162	255	115	189
ENSMUSG00000035847.16	Ids	protein_coding	chrX	69386675	69408690	-	392	23	39	138	148
ENSMUSG00000035849.15	Krt222	protein_coding	chr11	99123587	99134911	-	34	10	2	17	16
ENSMUSG00000035851.15	Ythdc1	protein_coding	chr5	86952080	86984518	+	1339	233	142	1245	1308
ENSMUSG00000035852.12	Misp	protein_coding	chr10	79656823	79666324	+	4	1	2	0	23
ENSMUSG00000035861.7	Tmprss11b	protein_coding	chr5	86805490	86824221	-	5	0	1	12	2
ENSMUSG00000035863.15	Palm	protein_coding	chr10	79629406	79656730	+	99	60	87	207	272
ENSMUSG00000035864.15	Syt1	protein_coding	chr10	108333511	108846843	-	34	7	14	1	3
ENSMUSG00000035868.10	Zfp983	protein_coding	chr17	21869545	21883882	+	29	13	10	31	17
ENSMUSG00000035873.9	Pawr	protein_coding	chr10	108167982	108250101	+	698	306	170	398	461
ENSMUSG00000035877.18	Zhx3	protein_coding	chr2	160590628	160714918	-	77	13	10	46	37
ENSMUSG00000035878.14	Hykk	protein_coding	chr9	54824567	54857208	+	168	45	29	92	154
ENSMUSG00000035885.6	Cox8a	protein_coding	chr19	7192518	7194981	-	885	3965	5825	1604	3160
ENSMUSG00000035890.10	Rnf126	protein_coding	chr10	79594349	79602786	-	199	397	312	569	1086
ENSMUSG00000035891.17	Cerk	protein_coding	chr15	86023329	86070342	-	36	7	12	48	79
ENSMUSG00000035898.14	Uba6	protein_coding	chr5	86257146	86320662	-	2155	1022	428	1408	1420
ENSMUSG00000035900.19	Gramd4	protein_coding	chr15	85941896	86021835	+	275	36	36	211	241
ENSMUSG00000035901.15	Dennd5a	protein_coding	chr7	109492987	109559677	-	426	42	51	643	860
ENSMUSG00000035910.16	Dcdc2a	protein_coding	chr13	25239987	25394689	+	36	3	1	9	9
ENSMUSG00000035914.12	Cd276	protein_coding	chr9	58431581	58462720	-	675	600	544	552	819
ENSMUSG00000035919.17	Bbs9	protein_coding	chr9	22387011	22799576	+	148	133	48	287	513
ENSMUSG00000035929.12	H2-Q4	protein_coding	chr17	35598593	35604266	+	164	31	28	102	106
ENSMUSG00000035933.6	Cog5	protein_coding	chr12	31704868	31987629	+	572	248	215	437	535
ENSMUSG00000035934.17	Pknox2	protein_coding	chr9	36802278	37058703	-	33	9	22	14	60
ENSMUSG00000035936.7	Aldh5a1	protein_coding	chr13	25091562	25121644	-	130	81	70	153	154
ENSMUSG00000035941.16	Ibtk	protein_coding	chr9	85569413	85631387	-	1519	343	119	1583	1564
ENSMUSG00000035944.18	Ttc38	protein_coding	chr15	85716507	85743023	+	21	24	20	55	64
ENSMUSG00000035948.14	Acss3	protein_coding	chr10	106769378	106959529	-	21	1	3	11	13
ENSMUSG00000035949.16	Fbxw2	protein_coding	chr2	34694526	34716323	-	989	195	197	895	1043
ENSMUSG00000035953.15	Pip4p1	protein_coding	chr14	51163525	51168313	-	281	380	402	706	810
ENSMUSG00000035954.11	Dock4	protein_coding	chr12	40495951	40896873	+	166	103	70	295	452
ENSMUSG00000035958.4	Tdp2	protein_coding	chr13	25015662	25026136	+	758	434	204	674	630
ENSMUSG00000035960.15	Apex1	protein_coding	chr14	51162425	51164596	+	157	708	343	349	504
ENSMUSG00000035964.9	Tmem59l	protein_coding	chr8	70936517	70940008	-	8	14	13	7	2
ENSMUSG00000035967.16	Ints6l	protein_coding	chrX	55500217	55553203	+	61	41	23	206	239
ENSMUSG00000035969.16	Rusc2	protein_coding	chr4	43381979	43427088	+	41	114	105	213	667
ENSMUSG00000035983.5	Gm7008	lncRNA	chr12	40272757	40279183	+	10	2	2	6	7
ENSMUSG00000035984.15	Nme5	protein_coding	chr18	34695687	34712168	-	0	5	1	3	4
ENSMUSG00000035992.16	Fnip1	protein_coding	chr11	54329025	54409061	+	1944	318	342	1512	1691
ENSMUSG00000036002.13	Fam214b	protein_coding	chr4	43032414	43046220	-	11	40	27	95	188
ENSMUSG00000036006.21	Ripor2	protein_coding	chr13	24685508	24917799	+	34	6	7	24	23
ENSMUSG00000036009.17	Mettl25	protein_coding	chr10	105599050	105677241	-	208	77	86	156	196
ENSMUSG00000036019.9	Tmtc2	protein_coding	chr10	105023524	105410312	-	63	4	30	14	23
ENSMUSG00000036022.16	Fam122b	protein_coding	chrX	52332292	52358682	-	185	60	62	146	228
ENSMUSG00000036023.7	Parp2	protein_coding	chr14	51045298	51058758	+	529	329	151	794	946
ENSMUSG00000036026.16	Tmem63b	protein_coding	chr17	45971097	45997831	-	1382	521	651	416	666
ENSMUSG00000036030.10	Prtg	protein_coding	chr9	72714156	72824573	+	329	65	40	79	52
ENSMUSG00000036036.16	Zfp57	protein_coding	chr17	37312055	37321527	+	1259	2867	1604	3827	6587
ENSMUSG00000036046.15	5031439G07Rik	protein_coding	chr15	84828137	84872752	-	204	47	35	314	401
ENSMUSG00000036052.15	Dnajb5	protein_coding	chr4	42949814	42959425	+	53	92	42	125	197
ENSMUSG00000036053.18	Fmnl2	protein_coding	chr2	52747872	53023816	+	777	109	86	350	567
ENSMUSG00000036054.16	Sugp2	protein_coding	chr8	70686876	70732565	+	277	86	36	601	648
ENSMUSG00000036057.12	Ptpn23	protein_coding	chr9	110214150	110237281	-	1284	1807	1473	1054	1816
ENSMUSG00000036061.11	Smug1	protein_coding	chr15	103061717	103075519	-	142	92	58	217	279
ENSMUSG00000036067.13	Slc2a6	protein_coding	chr2	26911375	26918010	-	1	6	3	0	4
ENSMUSG00000036073.18	Galt	protein_coding	chr4	41755228	41758695	+	55	119	53	153	227
ENSMUSG00000036078.17	Sigmar1	protein_coding	chr4	41738493	41756157	-	1751	1266	1132	809	874
ENSMUSG00000036086.17	Zranb3	protein_coding	chr1	127881921	128030784	-	489	229	88	1003	1000
ENSMUSG00000036087.19	Slain2	protein_coding	chr5	73071647	73136172	+	729	113	94	487	711
ENSMUSG00000036091.9	Hyal3	protein_coding	chr9	107458017	107464558	+	7	1	4	6	12
ENSMUSG00000036093.8	Arl5a	protein_coding	chr2	52287963	52314913	-	2856	65	70	856	795
ENSMUSG00000036097.9	Slf2	protein_coding	chr19	44919590	44971738	+	1573	133	86	1052	1269
ENSMUSG00000036098.16	Myrf	protein_coding	chr19	10185636	10218112	-	1213	947	614	866	789
ENSMUSG00000036099.17	Vezt	protein_coding	chr10	93775027	93871679	-	261	62	90	144	261
ENSMUSG00000036103.10	Colec12	protein_coding	chr18	9707595	9882644	+	266	293	461	194	304
ENSMUSG00000036104.13	Rab3gap1	protein_coding	chr1	127796510	127871605	+	1251	309	174	1291	1556
ENSMUSG00000036106.16	Prr5	protein_coding	chr15	84553821	84587874	+	67	135	70	181	246
ENSMUSG00000036109.18	Mbnl3	protein_coding	chrX	50206146	50295409	-	121	35	18	48	68
ENSMUSG00000036111.9	Lmo1	protein_coding	chr7	108737779	108774414	-	16	2	1	0	11
ENSMUSG00000036112.16	Metap2	protein_coding	chr10	93694351	93732955	-	1851	856	277	2329	2107
ENSMUSG00000036114.4	Rpp25l	protein_coding	chr4	41712033	41713534	-	78	386	203	225	275
ENSMUSG00000036120.11	Rfxank	protein_coding	chr8	70583444	70591804	-	68	89	60	86	83
ENSMUSG00000036136.10	Fam110c	protein_coding	chr12	31123860	31130250	+	13	6	3	3	13
ENSMUSG00000036138.17	Acaa1a	protein_coding	chr9	119168742	119179365	+	68	389	157	615	689
ENSMUSG00000036151.16	Tm6sf2	protein_coding	chr8	70525574	70532716	+	0	0	0	4	7
ENSMUSG00000036155.14	Mgat5	protein_coding	chr1	127132752	127416073	+	1062	217	476	230	499
ENSMUSG00000036158.13	Prickle1	protein_coding	chr15	93396995	93493772	-	15	20	15	13	24
ENSMUSG00000036160.14	Surf6	protein_coding	chr2	26778640	26792891	-	557	386	184	882	1065
ENSMUSG00000036167.17	Pphln1	protein_coding	chr15	93296231	93389391	+	514	218	113	261	334
ENSMUSG00000036168.16	Ccdc38	protein_coding	chr10	93376494	93420189	+	45	9	10	36	36
ENSMUSG00000036169.7	Sostdc1	protein_coding	chr12	36364138	36368451	+	0	2	6	0	2
ENSMUSG00000036180.16	Gatad2a	protein_coding	chr8	70359726	70449034	-	1826	1775	1386	1788	3064
ENSMUSG00000036181.3	H1f2	protein_coding	chr13	23922791	23924350	+	604	6566	5581	62	134
ENSMUSG00000036185.10	Sapcd1	protein_coding	chr17	35244935	35246992	-	5	21	16	6	7
ENSMUSG00000036186.6	Dipk1b	protein_coding	chr2	26518469	26526509	+	45	42	45	100	113
ENSMUSG00000036188.5	Ankmy2	protein_coding	chr12	36207113	36247290	+	316	314	100	377	556
ENSMUSG00000036192.16	Rorb	protein_coding	chr19	18907969	19088560	-	8	0	0	16	9
ENSMUSG00000036197.17	Gxylt1	protein_coding	chr15	93137623	93173060	-	2271	143	167	630	666
ENSMUSG00000036199.10	Ndufa13	protein_coding	chr8	70346830	70355208	-	535	1391	1986	611	1132
ENSMUSG00000036202.17	Rif1	protein_coding	chr2	51962844	52012395	+	10028	5033	3575	6671	7627
ENSMUSG00000036206.13	Sh3bp4	protein_coding	chr1	88998137	89082790	+	239	359	221	671	1205
ENSMUSG00000036208.14	Nepro	protein_coding	chr16	44544664	44557647	+	422	322	209	600	565
ENSMUSG00000036211.5	H1f6	protein_coding	chr13	23879797	23880708	+	72	74	12	2	0
ENSMUSG00000036214.15	Polr1has	protein_coding	chr17	37269484	37276517	+	120	83	51	97	119
ENSMUSG00000036216.6	Leap2	protein_coding	chr11	53313008	53313997	-	18	0	0	9	4
ENSMUSG00000036218.17	Pdzrn4	protein_coding	chr15	92294762	92669700	+	8	2	1	8	10
ENSMUSG00000036223.17	Ska1	protein_coding	chr18	74328370	74340889	-	220	381	170	470	482
ENSMUSG00000036225.16	Kctd1	protein_coding	chr18	15101742	15284503	-	15	27	21	53	131
ENSMUSG00000036241.4	Ube2r2	protein_coding	chr4	41135743	41193380	+	700	207	139	486	760
ENSMUSG00000036242.16	Armh4	protein_coding	chr14	49913409	50020840	-	620	902	1276	271	243
ENSMUSG00000036246.15	Gmip	protein_coding	chr8	70261329	70274520	+	23	13	13	18	68
ENSMUSG00000036249.17	Rbm43	protein_coding	chr2	51814460	51825175	-	44	45	23	79	61
ENSMUSG00000036256.14	Igfbp7	protein_coding	chr5	77497087	77555888	-	11	12	20	0	1
ENSMUSG00000036257.16	Pnpla8	protein_coding	chr12	44268153	44369315	+	1314	279	229	590	603
ENSMUSG00000036264.10	Fstl4	protein_coding	chr11	52655461	53079365	+	0	4	3	7	14
ENSMUSG00000036270.17	Edc4	protein_coding	chr8	106607513	106621540	+	821	1429	663	1298	2056
ENSMUSG00000036273.16	Lrrk2	protein_coding	chr15	91557378	91700323	+	106	29	23	91	149
ENSMUSG00000036275.14	9530068E07Rik	protein_coding	chr11	52287255	52299555	+	1147	909	1703	510	976
ENSMUSG00000036278.8	Macrod1	protein_coding	chr19	7034178	7175422	+	12	21	26	14	55
ENSMUSG00000036281.14	Snapc4	protein_coding	chr2	26252777	26270665	-	173	184	83	635	867
ENSMUSG00000036282.16	Naa30	protein_coding	chr14	49409683	49428488	+	1558	234	232	639	827
ENSMUSG00000036285.11	Noa1	protein_coding	chr5	77442029	77457931	-	470	677	416	505	438
ENSMUSG00000036291.7	Ap5m1	protein_coding	chr14	49303554	49331691	+	427	112	61	362	364
ENSMUSG00000036292.15	Gramd1c	protein_coding	chr16	43800713	43883708	-	31	11	7	7	12
ENSMUSG00000036295.6	Lrrn3	protein_coding	chr12	41501667	41536430	-	33	3	5	2	8
