gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000032913.14	Lrig2	protein_coding	chr3	104303734	104419234	-	1210	572	906	373	544	1.6204545197417421	0.11934945199496541	other
ENSMUSG00000032932.16	Hspa13	protein_coding	chr16	75542319	75563992	-	1597	664	861	338	397	2.3389233051693554	0.14285037129324146	other
ENSMUSG00000032936.14	Camkv	protein_coding	chr9	107812873	107826890	+	120	61	20	184	280	-0.7229304860432378	-2.164923747312729	Q3_clip_low_te_down
ENSMUSG00000032939.15	Nup93	protein_coding	chr8	94941192	95043855	+	2104	2365	1062	3480	4116	-0.6294070573748162	-1.3964001114062705	Q3_clip_low_te_down
ENSMUSG00000032940.17	Rbm11	protein_coding	chr16	75389732	75399717	+	12	2	2	2	4	1.9228321394775403	-0.7369655941662062	Q4_clip_high_te_down
ENSMUSG00000032946.17	Rasgrp2	protein_coding	chr19	6449370	6465246	+	174	1166	559	607	689	-1.6684711348303616	-1.2418308669843274	Q3_clip_low_te_down
ENSMUSG00000032952.12	Ap4b1	protein_coding	chr3	103716836	103729341	+	21	18	6	36	49	-0.7611194558749829	-1.8749754155317562	Q3_clip_low_te_down
ENSMUSG00000032959.13	Pebp1	protein_coding	chr5	117420719	117425690	-	1740	479	273	2034	1911	0.04155210509444569	-0.7189122414751309	other
ENSMUSG00000032965.12	Ift57	protein_coding	chr16	49519596	49585489	+	261	157	122	176	277	0.4260926877878395	-1.012601765478373	other
ENSMUSG00000032966.15	Fkbp1a	protein_coding	chr2	151384403	151403612	+	4598	1095	962	1412	1771	1.7524192465727189	-0.5132572333381465	Q4_clip_high_te_down
ENSMUSG00000032968.5	Inha	protein_coding	chr1	75483721	75487010	+	1	0	1	5	33	-3.099535673550914	-1.5025003405291832	Q3_clip_low_te_down
ENSMUSG00000032977.10	Fam207a	protein_coding	chr10	77322495	77351619	-	395	294	173	521	629	-0.31817596002625476	-1.0329296702178694	other
ENSMUSG00000032985.16	5730522E02Rik	protein_coding	chr11	25552763	26160763	-	5	3	3	2	8	0.22239242133644802	-1.5849625007211563	other
ENSMUSG00000032988.5	Slc16a8	protein_coding	chr15	79135214	79138961	-	0	1	0	5	12	-3.0255350921071376	-2.115477217419936	Q3_clip_low_te_down
ENSMUSG00000032997.17	Chpf	protein_coding	chr1	75451213	75455951	-	393	400	482	339	632	-0.08185175398828733	-0.6282498009097868	other
ENSMUSG00000032998.17	Foxj3	protein_coding	chr4	119394201	119486316	+	538	310	194	646	752	-0.15467722774337525	-0.8923246090604126	other
ENSMUSG00000032999.11	Nlrp4f	protein_coding	chr13	65324925	65353791	-	70	28	2	82	65	0.15297102037896831	-2.9423731824179447	other
ENSMUSG00000033004.17	Mycbp2	protein_coding	chr14	103350847	103584250	-	3006	108	66	1441	1697	1.1599527301314616	-0.9378604286313696	Q4_clip_high_te_down
ENSMUSG00000033009.16	Ogfod1	protein_coding	chr8	94763826	94794549	+	409	131	58	554	703	-0.3961900468771226	-1.5048387273964412	other
ENSMUSG00000033014.13	Trim33	protein_coding	chr3	103186609	103266091	+	2777	898	564	1523	1571	1.0660335491734303	-0.7148085629771818	Q4_clip_high_te_down
ENSMUSG00000033016.17	Nfatc1	protein_coding	chr18	80649420	80756286	-	1	3	3	0	13	-1.6844981742720706	-3.807354922057604	Q3_clip_low_te_down
ENSMUSG00000033020.8	Polr2f	protein_coding	chr15	79025209	79035974	+	541	1604	1092	1177	1503	-1.0845520592141544	-0.9067449241849375	Q3_clip_low_te_down
ENSMUSG00000033021.17	Gmppa	protein_coding	chr1	75412574	75419823	+	101	258	125	385	569	-2.006049044672805	-1.6018894359706612	Q3_clip_low_te_down
ENSMUSG00000033022.9	Cdo1	protein_coding	chr18	46846260	46861462	-	172	146	167	178	304	-0.26184258830142193	-0.5762045772435962	other
ENSMUSG00000033029.13	1700088E04Rik	protein_coding	chr15	79013549	79025453	-	24	1	2	4	4	2.5443205162238103	0.584962500721156	Q1_clip_high_te_up
ENSMUSG00000033031.14	Cip2a	protein_coding	chr16	48814548	48840072	+	1942	1155	698	1603	1600	0.5003539654156891	-0.7230762031865788	Q4_clip_high_te_down
ENSMUSG00000033032.16	Afap1l1	protein_coding	chr18	61863332	61919773	-	35	8	4	27	33	0.4381211123918852	-1.1281048257476853	other
ENSMUSG00000033033.11	Calhm2	protein_coding	chr19	47093792	47126733	-	9	26	52	12	62	-1.7036069972197752	-1.3038072529590936	Q3_clip_low_te_down
ENSMUSG00000033039.11	Micall1	protein_coding	chr15	78993098	79021100	+	41	11	4	67	91	-0.7072182507721541	-1.6991335206404674	Q3_clip_low_te_down
ENSMUSG00000033047.6	Eif3l	protein_coding	chr15	78959379	78978605	+	3554	3103	1519	6230	9656	-0.9376236416851481	-1.6621685944892106	Q3_clip_low_te_down
ENSMUSG00000033054.8	Npat	protein_coding	chr9	53448347	53485642	+	910	513	422	701	835	0.46685987717667227	-0.5331426078502507	other
ENSMUSG00000033055.13	Ankrd54	protein_coding	chr15	78937294	78947093	-	133	133	69	252	314	-0.8612655077104617	-1.253020617205775	Q3_clip_low_te_down
ENSMUSG00000033059.8	Pygb	protein_coding	chr2	150628655	150673678	+	315	318	183	588	1002	-1.110451451030098	-1.5618327244895764	Q3_clip_low_te_down
ENSMUSG00000033060.17	Lmo7	protein_coding	chr14	101967393	102172146	+	878	114	185	246	584	1.3016720583387598	-0.550256822722433	Q4_clip_high_te_down
ENSMUSG00000033063.9	Cntnap3	protein_coding	chr13	64883996	65051769	-	17	12	19	8	9	1.144389909335175	0.4694852833012202	Q1_clip_high_te_up
ENSMUSG00000033065.15	Pfkm	protein_coding	chr15	97990470	98030332	+	265	395	172	1017	1133	-1.7937875057189867	-1.3504114713094186	Q3_clip_low_te_down
ENSMUSG00000033066.17	Gas7	protein_coding	chr11	67345917	67579816	+	56	17	15	119	177	-1.1638860849609718	-0.7387678368001915	Q3_clip_low_te_down
ENSMUSG00000033068.17	Entpd6	protein_coding	chr2	150590962	150613595	+	1204	479	497	443	481	1.6023414691935356	-0.06536213342029318	other
ENSMUSG00000033075.18	Senp1	protein_coding	chr15	97936625	97991625	-	612	280	136	793	984	-0.3147151102399302	-1.3473789544611803	other
ENSMUSG00000033083.17	Tbc1d4	protein_coding	chr14	101679796	101846627	-	87	22	13	28	57	1.238880544125017	-1.7162070339994087	Q4_clip_high_te_down
ENSMUSG00000033088.20	Triobp	protein_coding	chr15	78831924	78890069	+	281	320	242	428	735	-0.8241704658064009	-1.1803451020739895	Q3_clip_low_te_down
ENSMUSG00000033096.8	Apmap	protein_coding	chr2	150425000	150450487	-	376	248	379	160	187	1.3337299083954601	0.3861817026998467	Q1_clip_high_te_up
ENSMUSG00000033099.11	Nol12	protein_coding	chr15	78819133	78827838	+	227	292	148	352	456	-0.6064956622707972	-1.3481143157469757	Q3_clip_low_te_down
ENSMUSG00000033102.16	Cdc14b	protein_coding	chr13	64337082	64423104	-	616	54	51	366	398	0.9103185185609087	-0.2015286787627004	other
ENSMUSG00000033105.13	Lss	protein_coding	chr10	76367422	76392972	+	546	522	214	1198	1135	-0.8714173904680198	-1.2046054627479394	Q3_clip_low_te_down
ENSMUSG00000033106.7	Slc7a6os	protein_coding	chr8	106927349	106937567	-	525	376	244	526	551	0.18583226114073348	-0.6886480794070481	other
ENSMUSG00000033107.7	Rnf125	protein_coding	chr18	21077682	21116919	+	446	26	32	142	212	1.550790011553368	-0.2853316662524639	other
ENSMUSG00000033111.17	3830406C13Rik	protein_coding	chr14	10166532	10185590	-	76	10	7	44	58	0.7887392438902572	-0.8502215716694637	Q4_clip_high_te_down
ENSMUSG00000033114.12	Slc35d2	protein_coding	chr13	64244122	64277182	-	91	49	32	29	34	1.7235865643650063	-0.8218544917527192	Q4_clip_high_te_down
ENSMUSG00000033124.17	Atg9a	protein_coding	chr1	75157504	75168840	-	209	169	193	91	156	0.9766360069344898	-0.5805368867851881	Q4_clip_high_te_down
ENSMUSG00000033126.6	Ybey	protein_coding	chr10	76295401	76304948	-	80	73	49	80	92	0.11929892837234443	-0.7649059840776319	other
ENSMUSG00000033128.10	Gga1	protein_coding	chr15	78761390	78778785	+	164	290	171	388	772	-1.593679717822265	-1.7493088471448415	Q3_clip_low_te_down
ENSMUSG00000033147.17	Slc22a15	protein_coding	chr3	101763092	101831769	-	33	5	6	4	13	2.061927749143202	-1.2630344058337937	Q4_clip_high_te_down
ENSMUSG00000033149.18	Phldb2	protein_coding	chr16	45566606	45773961	-	159	26	14	73	118	0.9518634789557299	-1.5333613042339438	Q4_clip_high_te_down
ENSMUSG00000033152.14	Podxl2	protein_coding	chr6	88819540	88852026	-	0	13	8	3	3	-1.777607578663552	-0.6374299206152917	Q3_clip_low_te_down
ENSMUSG00000033157.18	Abhd10	protein_coding	chr16	45550088	45563318	-	230	93	55	147	199	0.6311979669037775	-1.1816367537658081	Q4_clip_high_te_down
ENSMUSG00000033159.15	Cnppd1	protein_coding	chr1	75111198	75119355	-	134	79	64	159	166	-0.05393880711080356	-0.36133647944559766	other
ENSMUSG00000033161.11	Atp1a1	protein_coding	chr3	101483535	101512000	-	17648	11328	11864	7104	9230	1.333924092093108	-0.31096071585901003	Q4_clip_high_te_down
ENSMUSG00000033166.12	Dis3	protein_coding	chr14	99312642	99337206	-	2222	671	182	2272	2060	0.2592012162697646	-1.7353644052161266	other
ENSMUSG00000033170.15	Card10	protein_coding	chr15	78659338	78687242	-	19	26	15	122	206	-2.8220016980220053	-1.5058599543235538	Q3_clip_low_te_down
ENSMUSG00000033174.18	Mgll	protein_coding	chr6	88701394	88805342	+	10	8	8	13	37	-1.018615678167347	-1.4405725913859815	Q3_clip_low_te_down
ENSMUSG00000033184.15	Tmed7	protein_coding	chr18	46693302	46730602	-	3004	1062	1303	1082	1281	1.5679172287082381	0.05143925368955912	other
ENSMUSG00000033186.10	Mzt1	protein_coding	chr14	99271980	99283570	-	938	217	197	627	660	0.7653372206285715	-0.2127134173133814	other
ENSMUSG00000033191.15	Tie1	protein_coding	chr4	118328388	118347258	-	0	1	3	7	3	-2.3625700793847084	2.0	Q2_clip_low_te_up
ENSMUSG00000033192.6	Lpcat2	protein_coding	chr8	93581967	93645907	+	63	23	19	19	21	1.8300749985576876	-0.40053792958372875	Q4_clip_high_te_down
ENSMUSG00000033207.8	Mamdc2	protein_coding	chr19	23279973	23425806	-	3	0	6	3	3	0.22239242133644802	2.807354922057604	other
ENSMUSG00000033209.18	Ttc28	protein_coding	chr5	111027669	111437646	+	78	26	39	76	319	-1.1068220276294067	-1.4881009614685672	Q3_clip_low_te_down
ENSMUSG00000033213.17	AA467197	protein_coding	chr2	122478906	122483111	+	39	21	42	4	4	3.222392421336448	0.9668331360648006	Q1_clip_high_te_up
ENSMUSG00000033214.11	Slitrk5	protein_coding	chr14	111912529	111920573	+	23	9	20	17	36	0.02599520853294467	0.030860963704760522	other
ENSMUSG00000033216.10	Eefsec	protein_coding	chr6	88234316	88423521	-	172	138	52	384	569	-1.2423362739499384	-1.9571240916301487	Q3_clip_low_te_down
ENSMUSG00000033222.17	Ttf2	protein_coding	chr3	100846176	100876979	-	583	478	178	1207	1572	-1.0291710491302217	-1.8009642845625315	Q3_clip_low_te_down
ENSMUSG00000033227.8	Wnt6	protein_coding	chr1	74811051	74824481	+	0	10	3	4	12	-2.9475325801058645	-2.837943241891027	Q3_clip_low_te_down
ENSMUSG00000033228.9	Scaf11	protein_coding	chr15	96309580	96358724	-	3224	900	481	2648	3001	0.4131853926836605	-1.0829700928346433	other
ENSMUSG00000033233.18	Trim45	protein_coding	chr3	100829518	100844236	+	157	60	31	127	178	0.26407832414337157	-1.4145531148271426	other
ENSMUSG00000033237.20	Arid2	protein_coding	chr15	96185399	96302873	+	2170	431	429	908	1176	1.2800129894318266	-0.37945677341834533	Q4_clip_high_te_down
ENSMUSG00000033249.11	Hsf4	protein_coding	chr8	105996433	106002477	+	0	3	0	3	5	-2.099535673550914	-2.584962500721156	Q3_clip_low_te_down
ENSMUSG00000033253.19	Szt2	protein_coding	chr4	118219940	118266470	-	319	233	238	611	1153	-1.2419491114246557	-0.8845375775554866	Q3_clip_low_te_down
ENSMUSG00000033255.9	Gm5134	protein_coding	chr10	75790348	75845425	+	42	81	78	61	58	-0.27020606123604857	0.017782004584053233	other
ENSMUSG00000033256.15	Shf	protein_coding	chr2	122179373	122199643	-	124	125	98	171	182	-0.2834985083935095	-0.43735838700225127	other
ENSMUSG00000033257.15	Ttll4	protein_coding	chr1	74700904	74742889	+	2785	1095	552	2182	2535	0.46210650780085805	-1.203139027874436	other
ENSMUSG00000033268.9	Duox1	protein_coding	chr2	122146153	122178453	+	22	6	11	16	18	0.5760293759511484	0.6171429064703059	Q1_clip_high_te_up
ENSMUSG00000033272.13	Slc35a4	protein_coding	chr18	36812268	36816914	+	148	393	398	462	711	-1.7568840996537525	-0.6026719309401918	Q3_clip_low_te_down
ENSMUSG00000033276.19	Stk36	protein_coding	chr1	74640604	74676053	+	64	66	70	74	169	-0.6918777046376681	-1.0969143165949111	Q3_clip_low_te_down
ENSMUSG00000033278.11	Ptprm	protein_coding	chr17	66973942	67661452	-	3	2	3	1	11	-0.5849625007211563	-2.1699250014423126	Q3_clip_low_te_down
ENSMUSG00000033282.15	Rpgrip1l	protein_coding	chr8	91943658	92039890	-	152	29	23	167	123	0.2899557051490826	0.11619301750452257	other
ENSMUSG00000033285.16	Wdr3	protein_coding	chr3	100045496	100069723	-	1135	458	129	1888	1765	-0.46351614999866975	-1.7228451716454496	other
ENSMUSG00000033287.17	Kctd17	protein_coding	chr15	78312764	78323503	+	84	104	55	216	237	-1.197939377611909	-1.0401571264719827	Q3_clip_low_te_down
ENSMUSG00000033294.12	Noc4l	protein_coding	chr5	110796284	110801283	-	904	902	342	974	1235	-0.0663169065092101	-1.7387220305754474	other
ENSMUSG00000033295.15	Ptprf	protein_coding	chr4	118065410	118148602	-	8308	5720	6966	4120	5552	1.002954740590096	-0.14600271339118212	other
ENSMUSG00000033306.16	Lpp	protein_coding	chr16	24212257	24811328	+	686	54	36	167	235	1.9883472274027534	-1.062231974478791	Q4_clip_high_te_down
ENSMUSG00000033307.8	Mif	protein_coding	chr10	75695187	75696074	-	793	679	619	789	1149	-0.06645331859508424	-0.6749758336307365	other
ENSMUSG00000033313.12	Fbxl8	protein_coding	chr8	105991280	105995958	+	6	6	8	4	25	-0.9244489669928232	-2.0159415438690216	Q3_clip_low_te_down
ENSMUSG00000033316.15	Galnt9	protein_coding	chr5	110692221	110769246	+	0	7	15	20	46	-4.865070419913891	-0.16227142889887697	other
ENSMUSG00000033318.8	Gstt2	protein_coding	chr10	75666948	75673258	-	29	106	59	188	167	-2.350497247084133	-0.664651389350316	Q3_clip_low_te_down
ENSMUSG00000033319.6	Fem1c	protein_coding	chr18	46634813	46659038	-	1051	329	195	841	997	0.41582135968437517	-0.996831952401472	other
ENSMUSG00000033323.15	Ctdp1	protein_coding	chr18	80451174	80512910	-	710	446	293	872	1218	-0.33456896529107827	-1.0861032433377251	other
ENSMUSG00000033326.16	Kdm4a	protein_coding	chr4	117994154	118037240	-	786	396	156	1415	1651	-0.740470520658999	-1.5607668695877785	Q3_clip_low_te_down
ENSMUSG00000033327.19	Tnxb	protein_coding	chr17	34879431	34938789	+	0	3	4	4	5	-2.237039197300849	0.058893689053568614	other
ENSMUSG00000033335.18	Dnm2	protein_coding	chr9	21336204	21419055	+	380	511	152	1128	1398	-1.5077411393473328	-2.051962633699101	Q3_clip_low_te_down
ENSMUSG00000033343.2	Magea4	protein_coding	chrX	71265623	71266570	+	0	2	1	16	3	-3.1699250014423126	1.502500340529183	Q2_clip_low_te_up
ENSMUSG00000033350.8	Chst2	protein_coding	chr9	95281345	95288775	-	11	5	5	2	25	-0.05062607306996795	-3.115477217419936	other
ENSMUSG00000033352.12	Map2k4	protein_coding	chr11	65579069	65679123	-	1009	329	214	1037	1235	0.051515460083357126	-0.8700016642028495	other
ENSMUSG00000033355.7	Rtp4	protein_coding	chr16	23339041	23432972	+	5	2	3	5	6	0.10691520391651217	0.19264507794239583	other
ENSMUSG00000033356.4	Pus7l	protein_coding	chr15	94420569	94441428	-	75	57	24	120	125	-0.47804729680464403	-1.2725414915781696	other
ENSMUSG00000033361.14	Prrg3	protein_coding	chrX	71006230	71016328	+	133	19	39	35	79	1.4305006166666485	-0.1520030934450501	other
ENSMUSG00000033364.14	Usp37	protein_coding	chr1	74474670	74583443	-	3066	709	346	2056	2279	0.7225231447403647	-1.1813753923409536	Q4_clip_high_te_down
ENSMUSG00000033365.15	Ipo13	protein_coding	chr4	117751683	117772196	-	256	263	172	450	642	-0.8673800522622305	-1.1214571957942951	Q3_clip_low_te_down
ENSMUSG00000033373.17	Fntb	protein_coding	chr12	76812363	76968186	+	397	408	334	691	1032	-0.893363604672797	-0.8659360588249491	Q3_clip_low_te_down
ENSMUSG00000033379.14	Atp6v0b	protein_coding	chr4	117741523	117744530	-	391	962	1281	549	742	-0.499404294358598	-0.0211420333512925	other
ENSMUSG00000033382.16	Trappc8	protein_coding	chr18	20950280	21029150	-	1203	610	356	1467	1934	-0.27657933786885835	-1.1737299039781897	other
ENSMUSG00000033386.11	Frrs1	protein_coding	chr3	116653113	116701826	+	4619	1541	2754	976	1863	1.9238864414503267	-0.09472183914240917	other
ENSMUSG00000033389.17	Arhgap44	protein_coding	chr11	64892865	65053787	-	159	36	33	345	517	-1.2105669859396584	-0.7041705844284398	Q3_clip_low_te_down
ENSMUSG00000033392.17	Clasp2	protein_coding	chr9	113570541	113748750	+	1242	349	122	1350	1747	-0.09558403719728281	-1.8803741166680028	other
ENSMUSG00000033396.14	Spg11	protein_coding	chr2	121884001	121948867	-	1239	424	308	1252	1605	0.017221921979587593	-0.8179414813161437	other
ENSMUSG00000033400.15	Agl	protein_coding	chr3	116533648	116601815	-	311	130	63	422	556	-0.42884329880387423	-1.4304426657575322	other
ENSMUSG00000033405.5	Nudt15	protein_coding	chr14	73756317	73785682	-	13	2	2	46	57	-1.6844981742720706	-0.30339214344993465	Q3_clip_low_te_down
ENSMUSG00000033411.17	Ctdspl2	protein_coding	chr2	121786482	121844123	+	1241	248	183	718	844	0.8898170822495771	-0.669399546741317	Q4_clip_high_te_down
ENSMUSG00000033416.16	Gucd1	protein_coding	chr10	75186945	75353806	-	66	27	16	173	181	-1.1872518191721773	-0.7847432251572327	Q3_clip_low_te_down
ENSMUSG00000033417.17	Cacul1	protein_coding	chr19	60513134	60569463	-	1446	415	275	949	1079	0.7339776157956341	-0.776947155195444	Q4_clip_high_te_down
ENSMUSG00000033419.17	Snap91	protein_coding	chr9	86647976	86762707	-	42	83	109	42	89	-0.4066252594626437	-0.6765460508816774	other
ENSMUSG00000033420.13	Antxr1	protein_coding	chr6	87110835	87312803	-	136	13	17	13	30	2.8285714079673	-0.7842713089445628	Q4_clip_high_te_down
ENSMUSG00000033423.17	Eri3	protein_coding	chr4	117407562	117531494	+	325	279	161	410	576	-0.37724665601715196	-1.2788659390241413	other
ENSMUSG00000033427.15	Upb1	protein_coding	chr10	75236949	75277513	+	38	10	16	52	51	-0.20645087746742632	0.6555119590351492	other
ENSMUSG00000033429.11	Mcee	protein_coding	chr7	64042355	64061873	+	76	219	166	128	152	-0.6503723903674441	-0.6438160083200051	Q3_clip_low_te_down
ENSMUSG00000033430.11	Terf2ip	protein_coding	chr8	112738030	112747160	+	141	215	78	194	191	-0.22405021530328015	-1.4287389409579112	other
ENSMUSG00000033434.16	Gtpbp6	protein_coding	chr5	110251841	110256063	-	28	120	92	219	367	-3.1192989283723445	-1.1219066686989163	Q3_clip_low_te_down
ENSMUSG00000033436.14	Armcx2	protein_coding	chrX	133704894	133709970	-	668	458	386	699	1008	-0.13068185969823037	-0.7736599345434261	other
ENSMUSG00000033439.13	Trmt13	protein_coding	chr3	116374742	116408236	-	125	79	32	79	122	0.5343364276511884	-1.8981203859807863	Q4_clip_high_te_down
ENSMUSG00000033444.15	Specc1l	protein_coding	chr10	75047905	75148577	+	1000	197	119	1014	1237	0.05198708193701346	-1.0089976116128172	other
ENSMUSG00000033446.8	Lpar6	protein_coding	chr14	73475335	73480734	+	5	49	30	27	44	-2.3824696368224134	-1.37415805365992	Q3_clip_low_te_down
ENSMUSG00000033450.9	Tagap	protein_coding	chr17	8144832	8153729	+	0	0	1	22	8	-3.777607578663552	2.3536369546147005	Q2_clip_low_te_up
ENSMUSG00000033453.9	Adamts15	protein_coding	chr9	30810451	30833748	-	99	61	70	74	100	0.40681699247387554	-0.233841983138107	other
ENSMUSG00000033454.7	Zbtb1	protein_coding	chr12	76417040	76443724	+	364	106	71	320	309	0.4326488801212785	-0.5212369031107688	other
ENSMUSG00000033458.18	Fan1	protein_coding	chr7	63996506	64023843	-	121	64	24	197	205	-0.5050817238524604	-1.4356555303573384	Q3_clip_low_te_down
ENSMUSG00000033460.15	Armcx1	protein_coding	chrX	133618712	133622666	+	318	179	132	566	480	-0.4936179664361327	-0.1992588196562981	other
ENSMUSG00000033467.13	Crlf2	protein_coding	chr5	109702575	109706859	-	29	97	130	77	147	-1.690895945470221	-0.5053379893444593	Q3_clip_low_te_down
ENSMUSG00000033470.13	Cysltr2	protein_coding	chr14	73263043	73286554	-	103	7	9	25	16	2.4965673847754424	0.934904971778115	Q1_clip_high_te_up
ENSMUSG00000033478.6	Fam160b1	protein_coding	chr19	57349112	57378018	+	236	131	88	450	881	-1.269325394854266	-1.5363119106941954	Q3_clip_low_te_down
ENSMUSG00000033486.15	Catsper2	protein_coding	chr2	121223112	121244273	-	19	5	11	30	13	0.05246741989413548	2.146841388329271	other
ENSMUSG00000033487.15	Fndc3a	protein_coding	chr14	72775386	72947443	-	1617	353	227	1217	1353	0.5537133864384782	-0.78742914158692	Q4_clip_high_te_down
ENSMUSG00000033488.12	Cryzl2	protein_coding	chr1	157286147	157320208	+	64	37	30	93	87	-0.2630344058337938	-0.19857397001636998	other
ENSMUSG00000033491.14	Prss35	protein_coding	chr9	86625702	86640496	+	108	175	449	66	227	-0.21399439813582927	-0.4124512511272296	other
